# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Copyright 2014 (C) Quranic Arabic Corpus
#  Kais Dukes, sckd@leeds.ac.uk
#  License: GNU General Public License
#
#  The Quranic Arabic Corpus includes syntactic and morphological
#  annotation of the Quran, and builds on the verified Arabic text
#  distributed by the Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this file, but CHANGING IT IS NOT ALLOWED.
#
#  - This annotation can be used in any website or application,
#    provided its source (the Quranic Arabic Corpus) is clearly
#    indicated, and a link is made to http://corpus.quran.com to enable
#    users to keep track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all works
#    derived from or containing substantial portion of this file.
#
#  Please check updates at: http://corpus.quran.com/download

# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Tanzil Quran Text (Uthmani, version 1.0.2)
#  Copyright (C) 2008-2009 Tanzil.info
#  License: Creative Commons BY-ND 3.0 Unported
#
#  This copy of quran text is carefully produced, highly
#  verified and continuously monitored by a group of specialists
#  at Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this text, but CHANGING IT IS NOT ALLOWED.
#
#  - This quran text can be used in any website or application,
#    provided its source (Tanzil.info) is clearly indicated, and
#    a link is made to http://tanzil.info to enable users to keep
#    track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all files
#    derived from or containing substantial portion of this text.
#
#  Please check updates at: http://tanzil.info/updates/
#
#====================================================================

37,2,2,7,for the God-conscious.,lilomut~aqiyna
38,2,3,1,Those who,Al~a*iyna
39,2,3,2,believe,yu&ominuwna
40,2,3,3,"in the unseen,",biAlogayobi
41,2,3,4,and establish,wayuqiymuwna
42,2,3,5,"the prayer,",AlS~alaApa
43,2,3,6,and out of what,wamim~aA
44,2,3,7,We have provided them,razaqonaAhumo
45,2,3,8,they spend.,yunofiquwna
46,2,4,1,And those who,waAl~a*iyna
47,2,4,2,believe,yu&ominuwna
48,2,4,3,in what,bimaA
49,2,4,4,(is) sent down,>unozila
50,2,4,5,to you,<ilayoka
51,2,4,6,and what,wamaA
52,2,4,7,was sent down,>unozila
53,2,4,8,from,mino
54,2,4,9,before you,qabolika
55,2,4,10,and in the Hereafter,wabiAloA^xirapi
56,2,4,11,they,humo
57,2,4,12,firmly believe.,yuwqinuwna
58,2,5,1,Those,>uwla`}ika
59,2,5,2,(are) on,EalaY`
60,2,5,3,Guidance,hudFY
61,2,5,4,from,mino
62,2,5,5,"their Lord,",rab~ihimo
63,2,5,6,and those -,wa>uwla`}ika
64,2,5,7,they,humu
65,2,5,8,(are) the successful ones.,AlomufoliHuwna
66,2,6,1,"Indeed,",<in~a
67,2,6,2,those who,Al~a*iyna
68,2,6,3,"disbelieve[d],",kafaruwA
69,2,6,4,(it) is same,sawaA'N
70,2,6,5,to them,Ealayohimo
71,2,6,6,whether you warn them,>a>ano*arotahumo
72,2,6,7,or,>amo
73,2,6,8,not,lamo
74,2,6,9,"you warn them,",tuno*irohumo
75,2,6,10,not,laA
76,2,6,11,they believe.,yu&ominuwna
77,2,7,1,Has set a seal,xatama
78,2,7,2,Allah,All~ahu
79,2,7,3,on,EalaY`
80,2,7,4,their hearts,quluwbihimo
81,2,7,5,and on,waEalaY`
82,2,7,6,"their hearing,",samoEihimo
83,2,7,7,and on,waEalaY`
84,2,7,8,their vision,>aboSaArihimo
85,2,7,9,(is) a veil.,gi$aAwapN
86,2,7,10,And for them,walahumo
87,2,7,11,(is) a punishment,Ea*aAbN
88,2,7,12,great.,EaZiymN
89,2,8,1,And of,wamina
90,2,8,2,the people,Aln~aAsi
91,2,8,3,(are some) who,mano
92,2,8,4,"say,",yaquwlu
93,2,8,5,"""We believed",A^man~aA
94,2,8,6,in Allah,biAll~ahi
95,2,8,7,and in the Day,wabiAloyawomi
96,2,8,8,"[the] Last,""",AloA^xiri
97,2,8,9,but not,wamaA
98,2,8,10,they,humo
99,2,8,11,(are) believers (at all).,bimu&ominiyna
100,2,9,1,They seek to deceive,yuxaAdiEuwna
101,2,9,2,Allah,All~aha
102,2,9,3,and those who,waAl~a*iyna
103,2,9,4,"believe[d],",A^manuwA
104,2,9,5,and not,wamaA
105,2,9,6,they deceive,yaxodaEuwna
106,2,9,7,except,<il~aA
107,2,9,8,"themselves,",>anofusahumo
108,2,9,9,and not,wamaA
109,2,9,10,they realize (it).,ya$oEuruwna
110,2,10,1,In,fiy
111,2,10,2,their hearts,quluwbihimo
112,2,10,3,"(is) a disease,",maraDN
113,2,10,4,so has increased them,fazaAdahumu
114,2,10,5,Allah,All~ahu
115,2,10,6,(in) disease;,maraDFA
116,2,10,7,and for them,walahumo
117,2,10,8,(is) a punishment,Ea*aAbN
118,2,10,9,painful,>aliymN
119,2,10,10,because,bimaA
120,2,10,11,they used to,kaAnuwA
121,2,10,12,[they] lie.,yako*ibuwna
122,2,11,1,And when,wa<i*aA
123,2,11,2,it is said,qiyla
124,2,11,3,"to them,",lahumo
125,2,11,4,"""(Do) not",laA
126,2,11,5,spread corruption,tufosiduwA
127,2,11,6,in,fiy
128,2,11,7,"the earth,""",Alo>aroDi
129,2,11,8,"they say,",qaAluwA
130,2,11,9,"""Only",<in~amaA
131,2,11,10,we,naHonu
132,2,11,11,"(are) reformers.""",muSoliHuwna
133,2,12,1,"Beware,",>alaA
134,2,12,2,indeed they,<in~ahumo
135,2,12,3,themselves,humu
136,2,12,4,"(are) the ones who spread corruption,",Alomufosiduwna
137,2,12,5,[and] but,wala`kino
138,2,12,6,not,laA
139,2,12,7,they realize (it).,ya$oEuruwna
140,2,13,1,And when,wa<i*aA
141,2,13,2,it is said,qiyla
142,2,13,3,"to them,",lahumo
143,2,13,4,"""Believe",A^minuwA
144,2,13,5,as,kamaA
145,2,13,6,believed,A^mana
146,2,13,7,"the people,""",Aln~aAsu
147,2,13,8,"they say,",qaAluwA
148,2,13,9,"""Should we believe",>anu&ominu
149,2,13,10,as,kamaA
150,2,13,11,believed,A^mana
151,2,13,12,"the fools?""",Als~ufahaA'u
152,2,13,13,"Beware,",>alaA
153,2,13,14,certainly they,<in~ahumo
154,2,13,15,themselves,humu
155,2,13,16,(are) the fools,Als~ufahaA'u
156,2,13,17,[and] but,wala`kino
157,2,13,18,not,laA
158,2,13,19,they know.,yaEolamuwna
159,2,14,1,And when,wa<i*aA
160,2,14,2,they meet,laquwA
161,2,14,3,those who,Al~a*iyna
162,2,14,4,"believe[d],",A^manuwA
163,2,14,5,"they say,",qaAluwA
164,2,14,6,"""We believe[d].""",A^man~aA
165,2,14,7,But when,wa<i*aA
166,2,14,8,they are alone,xalawoA
167,2,14,9,with,<ilaY`
168,2,14,10,"their evil ones,",$ayaATiynihimo
169,2,14,11,"they say,",qaAluwA
170,2,14,12,"""Indeed, we",<in~aA
171,2,14,13,"(are) with you,",maEakumo
172,2,14,14,only,<in~amaA
173,2,14,15,we,naHonu
174,2,14,16,"(are) mockers.""",musotahozi}uwna
175,2,15,1,Allah,All~ahu
176,2,15,2,mocks,yasotahozi}u
177,2,15,3,"at them,",bihimo
178,2,15,4,and prolongs them,wayamud~uhumo
179,2,15,5,in,fiy
180,2,15,6,"their transgression,",TugoyaAnihimo
181,2,15,7,they wander blindly.,yaEomahuwna
182,2,16,1,Those,>uwla`}ika
183,2,16,2,(are) the ones who,Al~a*iyna
184,2,16,3,bought,A$otarawuA
185,2,16,4,[the] astraying,AlD~alaAlapa
186,2,16,5,for [the] guidance.,biAlohudaY`
187,2,16,6,So not,famaA
188,2,16,7,profited,rabiHato
189,2,16,8,their commerce,tijaAratuhumo
190,2,16,9,and not,wamaA
191,2,16,10,were they,kaAnuwA
192,2,16,11,guided-ones.,muhotadiyna
193,2,17,1,Their example,mavaluhumo
194,2,17,2,(is) like (the) example,kamavali
195,2,17,3,(of) the one who,Al~a*iy
196,2,17,4,kindled,Asotawoqada
197,2,17,5,"a fire,",naArFA
198,2,17,6,"then, when",falam~aA
199,2,17,7,it illuminated,>aDaA'ato
200,2,17,8,what,maA
201,2,17,9,(was) around him,Hawolahu
202,2,17,10,took away,*ahaba
203,2,17,11,Allah,All~ahu
204,2,17,12,their light,binuwrihimo
205,2,17,13,and left them,watarakahumo
206,2,17,14,in,fiy
207,2,17,15,"darkness[es],",ZulumaAtK
208,2,17,16,(so) not,laA
209,2,17,17,(do) they see.,yuboSiruwna
210,2,18,1,"Deaf,",Sum~N
211,2,18,2,"dumb,",bukomN
212,2,18,3,"blind,",EumoyN
213,2,18,4,so they,fahumo
214,2,18,5,not,laA
215,2,18,6,[they] will not return.,yarojiEuwna
216,2,19,1,Or,>awo
217,2,19,2,like a rainstorm,kaSay~ibK
218,2,19,3,from,mina
219,2,19,4,the sky,Als~amaA'i
220,2,19,5,in it (are),fiyhi
221,2,19,6,"darkness[es],",ZulumaAtN
222,2,19,7,"and thunder,",waraEodN
223,2,19,8,and lightning.,wabaroqN
224,2,19,9,They put,yajoEaluwna
225,2,19,10,their fingers,>aSaAbiEahumo
226,2,19,11,in,fiy
227,2,19,12,their ears,A^*aAnihimo
228,2,19,13,from,mina
229,2,19,14,the thunderclaps,AlS~awaAEiqi
230,2,19,15,(in) fear (of),Ha*ara
231,2,19,16,[the] death.,Alomawoti
232,2,19,17,And Allah,waAll~ahu
233,2,19,18,(is) [the One Who] encompasses,muHiyTN
234,2,19,19,the disbelievers.,biAlokaAfiriyna
235,2,20,1,Almost,yakaAdu
236,2,20,2,the lightning,Alobaroqu
237,2,20,3,snatches away,yaxoTafu
238,2,20,4,their sight.,>aboSaArahumo
239,2,20,5,Whenever,kul~amaA
240,2,20,6,it flashes,>aDaA'a
241,2,20,7,for them,lahumo
242,2,20,8,they walk,ma$awoA
243,2,20,9,"in it,",fiyhi
244,2,20,10,and when,wa<i*aA
245,2,20,11,it darkens,>aZolama
246,2,20,12,on them,Ealayohimo
247,2,20,13,they stand (still).,qaAmuwA
248,2,20,14,And if,walawo
249,2,20,15,had willed,$aA'a
250,2,20,16,"Allah,",All~ahu
251,2,20,17,He would certainly have taken away,la*ahaba
252,2,20,18,"their hearing,",bisamoEihimo
253,2,20,19,and their sight.,wa>aboSaArihimo
254,2,20,20,"Indeed,",<in~a
255,2,20,21,Allah,All~aha
256,2,20,22,(is) on,EalaY`
257,2,20,23,every,kul~i
258,2,20,24,thing,$ayo'K
259,2,20,25,All-Powerful.,qadiyrN
260,2,21,1,O,yaA >ay~uhaA
261,2,21,2,mankind!,Aln~aAsu
262,2,21,3,worship,AEobuduwA
263,2,21,4,"your Lord,",rab~akumu
264,2,21,5,the One Who,Al~a*iy
265,2,21,6,created you,xalaqakumo
266,2,21,7,and those,waAl~a*iyna
267,2,21,8,from,mino
268,2,21,9,"before you,",qabolikumo
269,2,21,10,so that you may,laEal~akumo
270,2,21,11,become righteous.,tat~aquwna
271,2,22,1,The One Who,Al~a*iy
272,2,22,2,made,jaEala
273,2,22,3,for you,lakumu
274,2,22,4,the earth,Alo>aroDa
275,2,22,5,a resting place,firaA$FA
276,2,22,6,and the sky,waAls~amaA'a
277,2,22,7,"a canopy,",binaA'F
278,2,22,8,and sent down,wa>anozala
279,2,22,9,from,mina
280,2,22,10,the sky,Als~amaA'i
281,2,22,11,"water,",maA'F
282,2,22,12,then brought forth,fa>axoraja
283,2,22,13,therewith,bihi
284,2,22,14,[of],mina
285,2,22,15,the fruits,Alv~amaraAti
286,2,22,16,(as) provision,rizoqFA
287,2,22,17,for you.,lakumo
288,2,22,18,So (do) not,falaA
289,2,22,19,set up,tajoEaluwA
290,2,22,20,to Allah,lil~ahi
291,2,22,21,rivals,>anodaAdFA
292,2,22,22,while you,wa>anotumo
293,2,22,23,[you] know.,taEolamuwna
294,2,23,1,And if,wa<ino
295,2,23,2,you are,kunotumo
296,2,23,3,in,fiy
297,2,23,4,doubt,rayobK
298,2,23,5,about what,mim~aA
299,2,23,6,We have revealed,naz~alonaA
300,2,23,7,to,EalaY`
301,2,23,8,"Our slave,",EabodinaA
302,2,23,9,then produce,fa>otuwA
303,2,23,10,a chapter,bisuwrapK
304,2,23,11,[of],mino
305,2,23,12,like it,mivolihi
306,2,23,13,and call,waAdoEuwA
307,2,23,14,your witnesses,$uhadaA'akumo
308,2,23,15,from,mino
309,2,23,16,other than,duwni
310,2,23,17,Allah,All~ahi
311,2,23,18,if,<ino
312,2,23,19,you are,kunotumo
313,2,23,20,truthful.,SaAdiqiyna
314,2,24,1,But if,fa<ino
315,2,24,2,not,lamo
316,2,24,3,"you do,",tafoEaluwA
317,2,24,4,and never,walano
318,2,24,5,"will you do,",tafoEaluwA
319,2,24,6,then fear,faAt~aquwA
320,2,24,7,the Fire,Aln~aAra
321,2,24,8,whose,Al~atiy
322,2,24,9,[its] fuel,waquwduhaA
323,2,24,10,(is) [the] men,Aln~aAsu
324,2,24,11,"and [the] stones,",waAloHijaArapu
325,2,24,12,prepared,>uEid~ato
326,2,24,13,for the disbelievers.,lilokaAfiriyna
327,2,25,1,And give good news,waba$~iri
328,2,25,2,(to) those who,Al~a*iyna
329,2,25,3,"believe,",A^manuwA
330,2,25,4,and do,waEamiluwA
331,2,25,5,"[the] righteous deeds,",AlS~aAliHaAti
332,2,25,6,that,>an~a
333,2,25,7,for them,lahumo
334,2,25,8,"(will be) Gardens,",jan~aAtK
335,2,25,9,flow,tajoriy
336,2,25,10,[from],mino
337,2,25,11,under them,taHotihaA
338,2,25,12,the rivers.,Alo>anohaAru
339,2,25,13,Every time,kul~amaA
340,2,25,14,they are provided,ruziquwA
341,2,25,15,therefrom,minohaA
342,2,25,16,of,mino
343,2,25,17,fruit,vamarapK
344,2,25,18,"(as) provision,",rizoqFA
345,2,25,19,"they (will) say,",qaAluwA
346,2,25,20,"""This (is)",ha`*aA
347,2,25,21,the one which,Al~a*iy
348,2,25,22,we were provided,ruziqonaA
349,2,25,23,from,mino
350,2,25,24,"before.""",qabolu
351,2,25,25,And they will be given,wa>utuwA
352,2,25,26,therefrom,bihi
353,2,25,27,(things) in resemblance;,muta$aAbihFA
354,2,25,28,And for them,walahumo
355,2,25,29,therein,fiyhaA
356,2,25,30,spouses,>azowaAjN
357,2,25,31,"purified,",muTah~arapN
358,2,25,32,and they,wahumo
359,2,25,33,therein,fiyhaA
360,2,25,34,(will) abide forever.,xaAliduwna
361,2,26,1,"Indeed,",<in~a
362,2,26,2,Allah,All~aha
363,2,26,3,(is) not,laA
364,2,26,4,ashamed,yasotaHoyiy
365,2,26,5,to,>ano
366,2,26,6,set forth,yaDoriba
367,2,26,7,an example,mavalFA
368,2,26,8,(like) even,maA
369,2,26,9,(of) a mosquito,baEuwDapF
370,2,26,10,and (even) something,famaA
371,2,26,11,above it.,fawoqahaA
372,2,26,12,Then as for,fa>am~aA
373,2,26,13,those who,Al~a*iyna
374,2,26,14,"believed,",A^manuwA
375,2,26,15,[thus] they will know,fayaEolamuwna
376,2,26,16,that it,>an~ahu
377,2,26,17,(is) the truth,AloHaq~u
378,2,26,18,from,mino
379,2,26,19,their Lord.,rab~ihimo
380,2,26,20,And as for,wa>am~aA
381,2,26,21,those who,Al~a*iyna
382,2,26,22,disbelieved,kafaruwA
383,2,26,23,[thus] they will say,fayaquwluwna
384,2,26,24,what,maA*aA
385,2,26,25,(did) intend,>araAda
386,2,26,26,Allah,All~ahu
387,2,26,27,by this,biha`*aA
388,2,26,28,example?,mavalFA
389,2,26,29,He lets go astray,yuDil~u
390,2,26,30,by it,bihi
391,2,26,31,many,kaviyrFA
392,2,26,32,and He guides,wayahodiy
393,2,26,33,by it,bihi
394,2,26,34,many.,kaviyrFA
395,2,26,35,And not,wamaA
396,2,26,36,He lets go astray,yuDil~u
397,2,26,37,by it,bihi
398,2,26,38,except,<il~aA
399,2,26,39,the defiantly disobedient.,AlofaAsiqiyna
400,2,27,1,Those who,Al~a*iyna
401,2,27,2,break,yanoquDuwna
402,2,27,3,(the) Covenant,Eahoda
403,2,27,4,(of) Allah,All~ahi
404,2,27,5,from,mino
405,2,27,6,after,baEodi
406,2,27,7,"its ratification,",miyvaAqihi
407,2,27,8,and [they] cut,wayaqoTaEuwna
408,2,27,9,what,maA
409,2,27,10,has ordered,>amara
410,2,27,11,Allah,All~ahu
411,2,27,12,it,bihi
412,2,27,13,to,>ano
413,2,27,14,be joined,yuwSala
414,2,27,15,and [they] spread corruption,wayufosiduwna
415,2,27,16,in,fiy
416,2,27,17,the earth.,Alo>aroDi
417,2,27,18,"Those,",>uwla`}ika
418,2,27,19,they,humu
419,2,27,20,(are) the losers.,AloxaAsiruwna
420,2,28,1,How,kayofa
421,2,28,2,(can) you disbelieve,takofuruwna
422,2,28,3,in Allah?,biAll~ahi
423,2,28,4,While you were,wakunotumo
424,2,28,5,dead,>amowaAtFA
425,2,28,6,then He gave you life;,fa>aHoyaAkumo
426,2,28,7,then,vum~a
427,2,28,8,"He will cause you to die,",yumiytukumo
428,2,28,9,then,vum~a
429,2,28,10,"He will give you life,",yuHoyiykumo
430,2,28,11,then,vum~a
431,2,28,12,to Him,<ilayohi
432,2,28,13,you will be returned.,turojaEuwna
433,2,29,1,He,huwa
434,2,29,2,(is) the One Who,Al~a*iy
435,2,29,3,created,xalaqa
436,2,29,4,for you,lakumo
437,2,29,5,what,maA
438,2,29,6,(is) in,fiy
439,2,29,7,"the earth,",Alo>aroDi
440,2,29,8,all.,jamiyEFA
441,2,29,9,Moreover,vum~a
442,2,29,10,He turned,AsotawaY`
443,2,29,11,to,<ilaY
444,2,29,12,the heaven,Als~amaA'i
445,2,29,13,and fashioned them,fasaw~aAhun~a
446,2,29,14,seven,saboEa
447,2,29,15,heavens.,samaAwaAtK
448,2,29,16,And He,wahuwa
449,2,29,17,of every,bikul~i
450,2,29,18,thing,$ayo'K
451,2,29,19,(is) All-Knowing.,EaliymN
452,2,30,1,And when,wa<i*o
453,2,30,2,said,qaAla
454,2,30,3,your Lord,rab~uka
455,2,30,4,"to the angels,",lilomalaA}ikapi
456,2,30,5,"""Indeed, I (am)",<in~iy
457,2,30,6,going to place,jaAEilN
458,2,30,7,in,fiy
459,2,30,8,the earth,Alo>aroDi
460,2,30,9,"a vicegerent,",xaliyfapF
461,2,30,10,"they said,",qaAluwA
462,2,30,11,"""Will You place",>atajoEalu
463,2,30,12,in it,fiyhaA
464,2,30,13,(one) who,mano
465,2,30,14,will spread corruption,yufosidu
466,2,30,15,in it,fiyhaA
467,2,30,16,and will shed,wayasofiku
468,2,30,17,"[the] blood[s],",Ald~imaA'a
469,2,30,18,"while we,",wanaHonu
470,2,30,19,[we] glorify (You),nusab~iHu
471,2,30,20,with Your praises,biHamodika
472,2,30,21,and we sanctify,wanuqad~isu
473,2,30,22,"[to] You.""",laka
474,2,30,23,"He said,",qaAla
475,2,30,24,"""Indeed, I",<in~iy
476,2,30,25,[I] know,>aEolamu
477,2,30,26,what,maA
478,2,30,27,not,laA
479,2,30,28,"you know.""",taEolamuwna
480,2,31,1,And He taught,waEal~ama
481,2,31,2,Adam,A^dama
482,2,31,3,the names -,Alo>asomaA'a
483,2,31,4,all of them.,kul~ahaA
484,2,31,5,Then,vum~a
485,2,31,6,He displayed them,EaraDahumo
486,2,31,7,to,EalaY
487,2,31,8,"the angels,",AlomalaA}ikapi
488,2,31,9,"then He said,",faqaAla
489,2,31,10,"""Inform Me",>anobi}uwniy
490,2,31,11,of (the) names,bi>asomaA'i
491,2,31,12,"(of) these,",ha`&ulaA'i
492,2,31,13,if,<ino
493,2,31,14,you are,kunotumo
494,2,31,15,"truthful.""",SaAdiqiyna
495,2,32,1,"They said,",qaAluwA
496,2,32,2,"""Glory be to You!",suboHaAnaka
497,2,32,3,No,laA
498,2,32,4,knowledge,Eiloma
499,2,32,5,(is) for us,lanaA
500,2,32,6,except,<il~aA
501,2,32,7,what,maA
502,2,32,8,You have taught us.,Eal~amotanaA
503,2,32,9,Indeed You!,<in~aka
504,2,32,10,You,>anota
505,2,32,11,"(are) the All-Knowing,",AloEaliymu
506,2,32,12,the All-Wise.,AloHakiymu
507,2,33,1,"He said,",qaAla
508,2,33,2,"""O Adam!",yaA A^damu
509,2,33,3,Inform them,>anobi}ohumo
510,2,33,4,"of their names.""",bi>asomaA}ihimo
511,2,33,5,And when,falam~aA
512,2,33,6,he had informed them,>anoba>ahumo
513,2,33,7,"of their names,",bi>asomaA}ihimo
514,2,33,8,"He said,",qaAla
515,2,33,9,"""Did not",>alamo
516,2,33,10,I say,>aqulo
517,2,33,11,"to you,",lakumo
518,2,33,12,"Indeed, I",<in~iy
519,2,33,13,[I] know,>aEolamu
520,2,33,14,(the) unseen,gayoba
521,2,33,15,(of) the heavens,Als~amaAwaAti
522,2,33,16,"and the earth,",waAlo>aroDi
523,2,33,17,and I know,wa>aEolamu
524,2,33,18,what,maA
525,2,33,19,you reveal,tuboduwna
526,2,33,20,and what,wamaA
527,2,33,21,you [were],kunotumo
528,2,33,22,"conceal.""",takotumuwna
529,2,34,1,And when,wa<i*o
530,2,34,2,We said,qulonaA
531,2,34,3,"to the angels,",lilomalaA}ikapi
532,2,34,4,"""Prostrate",AsojuduwA
533,2,34,5,"to Adam,""",liA^dama
534,2,34,6,[so] they prostrated,fasajaduwA
535,2,34,7,except,<il~aA
536,2,34,8,Iblis.,<iboliysa
537,2,34,9,He refused,>abaY`
538,2,34,10,and was arrogant,waAsotakobara
539,2,34,11,and became,wakaAna
540,2,34,12,of,mina
541,2,34,13,the disbelievers.,AlokaAfiriyna
542,2,35,1,"And We said,",waqulonaA
543,2,35,2,"""O Adam!",yaA A^damu
544,2,35,3,Dwell,Asokuno
545,2,35,4,you,>anota
546,2,35,5,and your spouse,wazawojuka
547,2,35,6,"(in) Paradise,",Alojan~apa
548,2,35,7,and [you both] eat,wakulaA
549,2,35,8,from it,minohaA
550,2,35,9,freely,ragadFA
551,2,35,10,(from) wherever,Hayovu
552,2,35,11,you [both] wish.,$i}otumaA
553,2,35,12,But do not,walaA
554,2,35,13,[you two] approach,taqorabaA
555,2,35,14,this,ha`*ihi
556,2,35,15,"[the] tree,",Al$~ajarapa
557,2,35,16,lest you [both] be,fatakuwnaA
558,2,35,17,of,mina
559,2,35,18,"the wrongdoers.""",AlZ~aAlimiyna
560,2,36,1,Then made [both of] them slip,fa>azal~ahumaA
561,2,36,2,the Shaitaan,Al$~ayoTaAnu
562,2,36,3,"from it,",EanohaA
563,2,36,4,and he got [both of] them out,fa>axorajahumaA
564,2,36,5,from what,mim~aA
565,2,36,6,they [both] were,kaAnaA
566,2,36,7,in [it].,fiyhi
567,2,36,8,"And We said,",waqulonaA
568,2,36,9,"""Go down (all of you),",AhobiTuwA
569,2,36,10,some of you,baEoDukumo
570,2,36,11,to others,libaEoDK
571,2,36,12,(as) enemy;,Eaduw~N
572,2,36,13,and for you,walakumo
573,2,36,14,in,fiy
574,2,36,15,the earth,Alo>aroDi
575,2,36,16,(is) a dwelling place,musotaqar~N
576,2,36,17,and a provision,wamataAEN
577,2,36,18,for,<ilaY`
578,2,36,19,"a period.""",HiynK
579,2,37,1,Then received,fatalaq~aY`
580,2,37,2,Adam,A^damu
581,2,37,3,from,mino
582,2,37,4,his Lord,rab~ihi
583,2,37,5,"words,",kalimaAtK
584,2,37,6,So (his Lord) turned,fataAba
585,2,37,7,towards him.,Ealayohi
586,2,37,8,Indeed He!,<in~ahu
587,2,37,9,He,huwa
588,2,37,10,"(is) the Oft-returning (to mercy),",Alt~aw~aAbu
589,2,37,11,the Most Merciful.,Alr~aHiymu
590,2,38,1,"We said,",qulonaA
591,2,38,2,"""Go down",AhobiTuwA
592,2,38,3,from it,minohaA
593,2,38,4,"all (of you),",jamiyEFA
594,2,38,5,"and when,",fa<im~aA
595,2,38,6,comes to you,ya>otiyan~akumo
596,2,38,7,from Me,min~iy
597,2,38,8,"Guidance,",hudFY
598,2,38,9,then whoever,famano
599,2,38,10,follows,tabiEa
600,2,38,11,"My Guidance,",hudaAya
601,2,38,12,[then] no,falaA
602,2,38,13,fear,xawofN
603,2,38,14,(will be) on them,Ealayohimo
604,2,38,15,and not,walaA
605,2,38,16,they,humo
606,2,38,17,will grieve.,yaHozanuwna
607,2,39,1,And those,waAl~a*iyna
608,2,39,2,who disbelieve[d],kafaruwA
609,2,39,3,and deny,waka*~abuwA
610,2,39,4,"Our Signs,",biA^yaAtinaA
611,2,39,5,those,>uwla`}ika
